Compensation,Post time,Description,Post Id,Title,URL,Address,Employment Type
117,2017-06-13 10:57pm,"
        
About the room:
 
I'm looking to rent a room in my three­-bedroom flat starting July 1. The room is a decent size, 10.5 by just over 11 feet. It has hardwood floors and a sizable closet, about eight feet long and two feet deep. You will be sharing a bathroom with my other roommate. My flat is the first floor (above the garage) in a building with two units. It is bright and airy, with plenty of large windows to let in the sunlight or breeze. You will be paying $1,150 a month plus a third of the utilities (PG&E, recently installed Sonic Gigabit(!), and trash). There is a (free!) washer and dryer in the garage for your use. You will also have access to the backyard, where you can garden, lounge, read a book or barbecue with your friends. The flat has a large living room (with a fireplace), bar and an ample kitchen. I park my car in the garage, but there is permitted street parking if you own a car. If you ride Muni, it is two blocks from the N­-Judah, 6, 43, 44, and 66 bus lines. It is a quick walk to Golden Gate Park or 9th and Irving, which is abundant in shops, restaurants and bars. It is also walking distance to the UCSF Parnassus Medical Center. This is a clean, quiet and safe neighborhood.
 
About us:
 
I'm a guy in my early-30s. I'm laid back, like to keep busy, and occasionally have my friends over. When I'm home, I spend most of my time in the living room reading, on my laptop, playing games, or watching TV. I love cooking and eating, and sometimes throw dinner/theme parties with my friends (you would always be welcome to join). I have a fully­-stocked bar (I consider myself an amateur bartender) and pretty much always have beer in the fridge. I'm VERY clean (hopefully you are too)! Most of all, I am just living life and enjoying our beautiful city. In the other room is my late­-20s roommate. He is fun, energetic and very easy-­going. He enjoys cooking dinner, fine bottles of beer, working out, and outdoorsy stuff. We both work hard and like to come home to our awesome apartment to unwind, or maybe go out in the neighborhood (can you say Warriors game?).
 
 
About you:
 
Ideally I'm looking for a late­-20s to early­-30s working professional or student. The landlord highly prefers a UCSF affiliate, although it is not a requirement (I still work in the field and enjoy a lot of healthcare/biotech/pharma shop talk at home). It would be great if you are generally quiet, but talkative; social, but not a party animal. Please don't be a shut­-in. We don't need to become best friends, but hopefully you are open and friendly. I prefer a non smoker and a social drinker (please don't bring the party home with you). Sorry, no pets. And please, no live­-in significant others. I'm not looking for unicorns here (although quirky and interesting is a plus), pretty much just be a decent human being. If you are interested, send an e­-mail with some information about yourself (age, job, brief bio, what you do for fun, favorite color, etc.) and I'll e­-mail back to set­up a viewing if I think you're a good fit.    ",post id: 6176042996,"Bedroom Available in Bright, Airy Flat Near UCSF",https://sfbay.craigslist.org/sfc/roo/6176042996.html,inner sunset / UCSF,
1220,2017-05-27  4:40am,"
        
Hello my fellow working professionals, so I have an apartment with 2 Beds and 2 Bathrooms in a recently opened building, so I'm looking to fill an empty spot and hopefully you can be that person. The apartment has various features available to residents.

Apartment Features: 
Keyless entry front doors
Upgraded GE stainless steel appliances, including gas ranges
Hardwood-style plank flooring
Upgraded Moen plumbing fixtures
USB charging outlets

Community Features:
Rooftop deck 
Wi-Fi access in community social spaces
State-of-the-art fitness center with TRX training equipment
Pet park
Guest parking
Beer gardens
Bike storage

 It's near BART, Caltrain, and varies rental cars like Zipcar or Enterprise for the commuter or just to explore the city. So moving in would be pretty flexible, it'll be a one year lease. The rent is $1300 and the deposit would be the same as a month's rent. We can't take pets unfortunately.  

Learn more about it here: http://aptbookings.co/lseven?c=clp_bl29.2.527    ",post id: 6149900425,"Live in a brand new building, need a roommate to fill spot",https://sfbay.craigslist.org/sfc/roo/6149900425.html,SOMA / south beach,
,2017-06-13 10:58pm,"
        
Looking for a roommate to share apartment and as long as reliable located at a hot spot in Mission!

This sunny 2 bedroom, 1 bathroom apartment.  
Features new hardwood floors throughout and newly painted all spaces with Victorian style deco. 

Remodeled bathroom(bidet, shower and bathtub are new!!)

Kitchen with new appliances. 
A great neighborhood, conveniently located near BART and bus station, walking distance restaurants, markets, easy to access 101 and so on.

One Room  $ 1,695.00 (Security Deposit$ 2,000)
More Bigger Room $ 1,795.00 (Security Deposit$ 2,000)

No laundry machine is on the site. Street parking only. No living room, sorry.

NO SMOKING, NO DRUG, NO PET.

If interested, leave your contact number for showing the apartment.

Bring Credit report and Score and Job reference.    ",post id: 6176043495,Two Sunny Bedrooms Available!,https://sfbay.craigslist.org/sfc/roo/6176043495.html,mission district,
,2017-06-13 11:17pm,"
        
The Apartment:
- 6 bedrooms, 3 full bathrooms, full kitchen, really comfortable couch
- dope deck with decent views of the city including GGB
- washer/dryer in unit, dry cleaning a stone's throw away (but don't throw stones, that's dangerous)
- 5ish-minute walk to Trader Joe's if you like cooking or Polk Street restaurants if you don't
- on top of a steep-ish hill, but the climb is great for the glutes


The Room:
- easily fits a queen-sized bed, wardrobe, dresser, and desk
- direct access to outdoor deck (but also only access to outdoor deck so you'd have to be OK with people walking through every once in a while)
- rent is $1,675 + $60ish per month in utilities (no cable, but we do have Netflix/HBO GO); $1,776 security deposit


The Roommates:
- 5 easygoing guys in our mid-20's who like to hang out after work, go out on weekends, and throw the occasional house party/pre-game
- EL likes sports, Pittsburgh, and Brazil, hates clutter and cooking; spends 95% of his time doing whatever private equity bros do on their laptops; has a girlfriend who's way cooler than him
- JC resident chef, surfer, and baby-faced recent grad; mom cried when he finally left home last year; works in consulting; got mugged in his first week living in SF (didn't tell mom)
- MH codes for a start-up that helps people count trees; enjoys the occasional meal square with a side of Soylent; owns fewer than 100 items and comes from a town with fewer than 100 people, but is surprisingly normal
- ON loves wine country, raging, and raging in wine country; can explain the Medicare Part B experience with more nuance than a senior citizen; loves clutter
- RC writes great craigslist posts; trying to save the world one electric car at a time


You:
- either a 6th guy or a 1st girl
- down to hang out and go out, not just cohabitate
- like a 7/10 on the cleanliness scale (the greatest lie of our generation is ""I'm just letting these dishes soak for a bit"")
- provides the following info in their response:
1) name, age, hometown, school, job, and drink of choice
2) TV show character that best represents you and why
3) nicest thing you've ever done for someone and worst thing you've ever done to someone (bonus points if it's the same someone)
4) do you pee in the shower?
5) top 2 bucket list items
    ",post id: 6176051251,1 room in 6BR/3BA with 5 guys,https://sfbay.craigslist.org/sfc/roo/6176051251.html,nob hill,
,2017-06-13 10:54pm,"
        
About Room and Apartment:

This is single room with large common area. Room does have private bathroom. I am looking for a roommate who can share the room with me. We have coin laundry and parking garage. Apartment is just 5 minutes away from Daly city Bart.

Also, SFSU is just 2 miles from the apartment. 

Apartment is newly built and its reallly peaceful apartment. 

Room is available from 15th June. 

About Me: 

I am a Software developer in Tech startup working in San Franscisco in my early 20's. I play guitar in my free time and I am on my laptop most of the time. 

About You:

Young, employed professional in 20s/30s, male or female applicants OK.


If you're interested, Please contact me via email and include the best phone number to reach you.

    ",post id: 6176041640,Shared Room with Private Bathroom.,https://sfbay.craigslist.org/sfc/roo/6176041640.html,ingleside / SFSU / CCSF,
200,2017-06-13 11:08pm,"
        
You will be sharing the rest of this large 2 story, 4 bedroom, 3 bath tastefully furnished home with 4 adult professionals.


This 2600 square foot Outer Mission home was built in the mid 1990's and the upper floor features extra high ceilings a total of 4 skylights, 2 bay windows, both with views of the Bay & downtown skyline. The available furnished, Master Suite is located at the back of the house on this floor and has a large window that looks out on the landscaped yard, a private bath and 2 large closets. Two other bedrooms that share a bathroom are also on the top floor. Completing this level of the home are a large formal living room with fireplace, large dining room, and a large eat-in kitchen.


The lower level (street level) with its secure gate & double doors that open into the homes marble floored entrance foyer. The laundry facilities are located off the foyer in the garage, a 2nd refrigerator is also located here for your convenience. At the end of the foyer are the stairs up to level 2, and stairs down to the family room, 2nd master bedroom, bathroom and yard.


Monthly rent Includes Wi-Fi & all utilities, if you want your own cable box, Comcast charges $10 per month.


A little about your potential housemates - 

Sharing the lower level master bedroom are your hosts, a gay couple Kent 55 & Victor 50. We have 2 friendly miniature breed dogs (Coco, & Gizmo) we keep downstairs most of the time. Victor is a hair stylist and Kent is in Real Estate. 


Luis, 22 and straight, is from Southern California, and works as a mechanic for MINI SF.

Toni a 40 year old straight woman, she's a grade school teacher at a private school in the Mission, & is originally from the East Coast.  Toni has a mid size breed dog named Hailey.

If you're interested, Please contact me via email and include the best phone number to reach you.
    ",post id: 6176047821,"Furnished large 2 story, 4 bedroom, 3 bath w/Private Bathroom For Rent",https://sfbay.craigslist.org/sfc/roo/6176047821.html,excelsior / outer mission,
,2017-06-13 11:23pm,"
        
Offering a room in a spacious 1150 sq ft apartment in Hayes Valley available now!

Your room is the master bedroom in a modern (seriously nice) 2bed 2bath apartment in Hayes Valley. Your roommate is a 23 year old software engineer who loves baking and riding horses. She also has a cat who, while shy at first, will warm up you over time.

The apartment is minutes away from the heart of Hayes Valley and at least 4 outstanding neighborhoods. The Mission/Dolores, the  Lower Haight, the Castro, as well as SoMa and more are all within a 15 minute walk. MUNI and BART are also easily accessible, as well as many supermarkets and restaurants.

Key Features:
- 7th Floor Unit with a view down Market and Octavia (don't worry, there's an elevator)
- Common Rooftop Lounge
- Large Living/Dining Area that feels even bigger than it is, thanks to an open floor plan w/floor to ceiling windows
- Exposed architectural concrete ceilings
- Forced-air heating with Nest thermostat
- Laundry in Unit    ",post id: 6176053998,Spacious Master Bedroom in Award-Winning Hayes Valley Apt,https://sfbay.craigslist.org/sfc/roo/6176053998.html,hayes valley,
,2017-06-08  8:59am,"
        
The home:
A quaint, homey 3 bedroom 2 bath home with great character. It's been well-maintained, has hardwood floors throughout, and boasts nice light. It offers a well-sized living room, dining area and kitchen. The bathroom has nice tile, a shower/tub combo, and is shared with only 1 person (forget about those 4 bedroom 1 bath situations!). Additionally, there is a full sized washer and dryer in the garage, a driveway, and plenty of on-street parking for those with cars.

The bedroom:
The available room is large, and can fit a queen sized bed, large dresser, and desk. It boasts two french doors opening up to a nice private patio and nice-sized backyard. Additionally, it has a 5' closet with extra storage on top.

The location: 
GREAT location next door to CCSF and in between a quaint Glen Park village and the happening Ocean Avenue. Relatively quiet neighborhood but within a couple miles to the many restaurants, bars, and cafes of the Mission District. It's short walk (roughly 10 minutes) to the Glen Park BART station or Balboa Park BART. Close freeway access to 101 and 280. 

Your roommates:
Two guys (one from Washington the other from Michigan) who are clean, easy going, and work for a start-up. We enjoy the outdoors - anything from hiking, biking, to traveling, etc.

Photos:
1. Exterior
2. Dining
3. Available bedroom (the one being rented)
4. Bedroom next door
5. Patio
6. Backyard

The room is available July 1. The house is mostly furnished (though I welcome any additions you may have), and available bedroom will be unfurnished. Utilities and internet are split three ways and run approximately $100/month (total).

Move-in date: Ideally July 1st
Lease Term: ~12 months (but can be flexible)
Deposit: $1,333    ",post id: 6167743370,"Large, sunny private room in single family home!",https://sfbay.craigslist.org/sfc/roo/6167743370.html,glen park,
,2017-06-09 11:16pm,"
        
1 Bedroom in a newly renovated 2 Bedroom/1 Bath unit on 19th Avenue and Noreiga Street, San Francisco Sunset District.

This room is newly remodeled in a recently renovated house on the ground level of a three story building.  Looking for quiet, responsible person to share with me, a 29 year old Professional that works in downtown San Francisco.

Kitchen with microwave, oven, stove top, refrigerator, and dishwasher, granite counter top, hardwood cabinets and stainless steel bar sink. 
New paint and wooden floors throughout the house.
Bedroom is spacious and unfurnished with a large mirror closet.
New bathroom with walk-in shower.
Washer and dryer on site in garage (shared with other tenants).
Central gas furnace and water heater.
Backyard with new fences and retaining walls (shared with other tenants).
At a busy intersection with plenty of food and grocery shopping. 
Close to public transportation.

Rental Terms:
• Rent: $1600 per month 
• Available: Now
• Utilities: additional and split between tenants

Requirements:

Tenant(s) must have stable income and employment
Tenant(s) must have no past or current bankruptcy and criminal records
Minimum 1 year lease
No Section 8
Security deposit = $1600
First month rent and security deposit due at time of move in
No smoking, No Pets, No drugs

    ",post id: 6170260794,Quiet 1 Bedroom in a newly remodeled place,https://sfbay.craigslist.org/sfc/roo/6170260794.html,sunset / parkside,
,2017-06-02  3:29pm,"
        
Hello Folks,     
Our home is a sanctuary on a hill. Quiet and peaceful and super close to all the Castro has to offer. Easy public transportation, tech busses, MUNI, F-line. The heart of the city...
Beautiful 3 story townhouse in the Castro (4 bedroom/3.5 ba) The house is huge with lots of privacy. 
An amazing, great place for privacy, studying, relaxing and truly a peaceful home. And the room will be furnished. 
The room is large with a wall of windows facing a natural hillside...we've seen hawks, owls, raccoons, skunks, hummingbirds and a coyote! There is a long desk(not shown), an Eames era armchair, shelves, a wall of closet space and a comfy bed. 
The living room has an upright piano, fireplace and sunny deck facing south. 
Your bathroom with tub shared only with one other person. 
The kitchen - You'll have use of a fully stocked kitchen with a dishwasher. (Please say a little about your kitchen needs.)
We have a washer/dryer. 
ALL are welcome - a mix lgbt/str8 folks. 2 others share 3rd floor of townhouse.
The feeling of the house is really nice, warm, friendly and laid back. 
It's a great home...I'll give you references from friends who've lived here!
RENT $2,125 mo. plus 1/4 utilities. move-in $2125(1st) + $2125(last) / dep $500 Month to month. 

YOU = a wonderful person. Sweet, fun, warm, easy-going. 

- Sorry, only 1 person in the room, if you are a nun or a buddhist monk - go to the front of the line :-)..... 
- House must be smoke-free because of allergies, no partying, no drugs, no pets.
Thanks and good luck! 

ps- lots of street parking. We close to MUNI, bus lines, restaurants, shops, safe, quiet street.
    ",post id: 6159465457,"Wonderful furn'd/unfurn'd sanctuary, big, beautiful home-view,deck,FP",https://sfbay.craigslist.org/sfc/roo/6159465457.html,Castro,
,2017-06-09  3:40pm,"
        
We've got a room open in a three bedroom / one bath apartment for rent. The apartment is across the street from Baker Beach. Rent is $1000.00/month + Utilities.

The two of us are buddy's from college who are in their late twenties. Both of us are easy to get along with and don't really take issue with much. We work day jobs during the M-F, so we're pretty laid back on weekdays. But we also like to have a good time on the weekends. 

We are looking for someone who is down for having a beer now and then, versus someone who will move in and act like a total stranger. The two of us are pretty clean, although there can be a mess every once. We're also pretty active on weekends (surfing, hiking, etc.). Apartment is 420 friendly. 

The lease is up for renewal in February of 2018, so we are looking for someone who at a minimum will be there until then. If interested reach out to me and we'll get something scheduled.    ",post id: 6169875636,Roommate Wanted 4 Baker Beach Presidio,https://sfbay.craigslist.org/sfc/roo/6169875636.html,inner richmond,
,2017-06-13  6:45pm,"
        
We have an opening in our 5BR house and are looking for an awesome person to move in! Rent is $1600, and includes utilities, cable, internet, and bi-monthly cleaning service.

The Neighborhood:
We think it's the best location in The City. It is located on a safe quiet block in Duboce Triangle, which is in between the Mission, Castro and Lower Haight; all which are walkable from the apartment. The neighborhood has everything you need within walking distance. Whole Foods, Safeway, bars, restaurants, cafes, theaters, and Duboce/Dolores Park, you name it and we probably walk there. Close to the Church/Castro Muni Stations, the 16th Street BART Station, and 22, 24, 35 and 37 bus lines, it's the perfect location to get anywhere in The City.

The House:
Our apartment is the top two floors of a 4 story Victorian house. The apartment has 5 bedrooms, 2 baths, a full modern kitchen (including a dishwasher), a laundry room, an upstairs living room, an open back patio, grill, gas fireplace, and a backyard.

Us: We're a group of four 20-somethings -- two straight guys, two gay guys -- looking to fill the void in our house with someone awesome.  We all have our own personal lives outside the house but do hang out frequently and are pretty close.  We keep it pretty low key on the weeknights, usually consisting of a combination of happy hours, exercising, cooking dinner, television, and sharing a bottle of wine/a few beers. On the weekends we do enjoy having friends over and do throw the occasionally BBQ/party. To our knowledge... we're really accommodating (whether you want to throw a party or turn it down) and experienced living with other people. 

You:
We're looking for someone who will mesh well in the house and in a similar place in their life. We want someone whom we can go have drinks with, chill at the park with, etc. but also has their own personal life. Someone who is respectful of the shared spaces and cleans up after themselves.

If you are interested in the room and think you would be a great fit for the house, tell us why you want to live with us. Please include a link to your FB so we know you are a real person. We will be looking over emails the next few days and will let you know if we want to meet you in person.

Move in date would be July 15th, but we can be a little flexible as we want to find the right roommate.    ",post id: 6175861555,Duboce Triangle BR Open in Awesome House,https://sfbay.craigslist.org/sfc/roo/6175861555.html,castro / upper market,
,2017-06-13  6:45pm,"
        
Hi,

My roommate just bought a house so I am renting out his room in our 2BR/2BA apartment right by Polk street. It will be available on July 1st. 

It is a fun location, with easy access to Whole Foods and a bunch of bars on Polk street. The apartment itself has a lot of natural light, and it comes with a parking space, and a washer/dryer in the unit. It is the master bedroom in the apartment, and comes with its own en-suite bathroom. The apartment has a large living room, which gets a lot of sun, and there is an attached balcony. 

The building has 24-hour security, a gym, hot tub, sauna, and pool (all included in the price). 

About me:
I'm a 25 year old guy working in finance. I am quiet on weekdays and am rarely home. On weekends, I will sometimes have friends over but I am often out of the house. I'm clean, quiet, and don't make a mess cooking (because I don't cook). I don't have pets. 

Please reach out with any questions or if you would like to see the place.    ",post id: 6175861771,Master bedroom in Nob Hill (with private bathroom),https://sfbay.craigslist.org/sfc/roo/6175861771.html,lower nob hill,
1289,2017-05-26 10:46am,"
        
Hello my fellow working professionals, so I have an apartment with 2 Beds and 2 Bathrooms in a recently opened building, so I'm looking to fill an empty spot and hopefully you can be that person. The apartment has various features available to residents.

Apartment Features: 
Keyless entry front doors
Upgraded GE stainless steel appliances, including gas ranges
Hardwood-style plank flooring
Upgraded Moen plumbing fixtures
USB charging outlets

Community Features:
Rooftop deck 
Wi-Fi access in community social spaces
State-of-the-art fitness center with TRX training equipment
Pet park
Guest parking
Beer gardens
Bike storage

 It's near BART, Caltrain, and varies rental cars like Zipcar or Enterprise for the commuter or just to explore the city. So moving in would be pretty flexible, it'll be a one year lease. The rent is $1300 and the deposit would be the same as a month's rent. We can't take pets unfortunately.  

Learn more about it here: http://findanapt.com/lseven?c=clp_bl23.2.526    ",post id: 6148950034,"Available now, Fully enclosed room in SOMA ready to be rented out",https://sfbay.craigslist.org/sfc/roo/6148950034.html,north beach / telegraph hill,
80,2017-06-13  6:53pm,"
        
$1200 + utils.
$2400 deposit
Approx. 10x8 ft
Walking distance to BART
Shared bathroom + half bathroom
Backyard
Laundromat next door (also a Laundry Locker drop-off point)
Grocery and liquor store across the road, convenient supermarket a block away.

We're two guys and a girl and a dog who work in the city (the dog stays at home). Looking for someone who is a working professional, working unprofessional, struggling to make it or still figuring it out - as long as you are mature, dependable and can pay the rent. The room has been unfilled for a while, so I promise I'll try to move quickly on this if you reply.

The apartment is the top floor of a building with three apartments. We're friends with the downstairs neighbours, share the backyard with them and have a good little community going on. We're looking for someone who wants to hang out occasionally, can clean up after themselves but is otherwise not too fussy, and will be here for the long term.

Tell us a bit about yourself and what you're looking for, and link to your online profiles!

Thanks!    ",post id: 6175869725,Room available in Mission 4br apt for move in ASAP,https://sfbay.craigslist.org/sfc/roo/6175869725.html,mission district,
,2017-06-13  7:01pm,"
        
We have single occupancy rooms available on a weekly basis. Room rates start at $250 per week and up. . If youre interested, call us between 11am-9p.  We can be reached at 
 
 Rooms include cable t.v.    ",post id: 6175876890,PRIVATE ROOM & DIRECTV,https://sfbay.craigslist.org/sfc/roo/6175876890.html,north beach / telegraph hill,
,2017-06-13  7:03pm,"
        
*****I need someone to move into this room ON or AS NEAR JUNE 15TH as possible. First come first serve for viewings. *****

You'll need to complete a formal application with background, credit check, and income verification through our landlord and realtor. Location is near Chestnut & Columbus.

About the place:
- Month-to-month lease
- $1,800 deposit
- About 14' x 12'
- W/d in unit
- Shared bathroom
- Landlord pays water & garbage
- Wifi + electricity ~$45 pp/month
- Full kitchen
- Roof deck
- No pets

About me:
I'm 25, work full time in the Fidi as a community manager for a startup accelerator. I spend most of my time spooning my puppy or a bottle of wine. Just like everyone else in SV I'm also working on a side hustle. I am a bit of a homebody during the week, but I do like to go out on weekends - especially brunch. Not much of a cook... delivery is my muse.
Dog lovers, wine aficionados, and Game of Thrones fans I'd love to hear from you! Definitely looking for someone I can be friends with, but not necessarily a co-living situation. I just want to hang out and have fun living together!    ",post id: 6175878942,IMMEDIATELY AVAILABLE - Large room in 3bd North Beach Apt,https://sfbay.craigslist.org/sfc/roo/6175878942.html,north beach / telegraph hill,
